satisfaction_level,last_evaluation,number_project,average_montly_hours,Work_accident,promotion_last_5years,salary,hire_date,move_date,end_date,leader_host,country_home,culture_home,country_host,culture_host,function_host,business Size_host,economic Perspective_host,fired_quit,buzz_bust
0.81,0.99,4,259,0,0,low,20-Jun-05,03-Aug-15,03-Aug-18,well placed talent,spain,hierarquical,switzerland,egalitarian,human resources,lbu,neutral,no,buzz
0.5,0.55,2,160,0,1,low,23-Oct-95,01-Sep-14,15-Aug-19,key talent,italy,hierarquical,singapore,hierarquical,regulatory affairs,sbu,positive,no,buzz
0.11,0.78,7,278,0,0,low,01-Aug-05,29-Jul-13,31-Jul-16,consistent,norway,consensual,great britain,top-down,commercial,lbu,positive,no,buzz
0.1,0.88,6,284,0,0,low,01-Jan-03,01-Apr-19,31-Mar-22,consistent,germany,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.69,0.53,2,274,0,0,low,01-Oct-99,01-Oct-12,00-Jan-00,consistent,germany,consensual,austria,egalitarian,operations,lbu,positive,no,buzz
0.54,0.74,4,164,0,0,low,01-Dec-05,01-Sep-17,31-Aug-20,key talent,france,hierarquical,germany,consensual,operations,lbu,neutral,no,buzz
0.41,0.48,2,148,0,0,low,01-Jan-02,28-Apr-14,28-Apr-17,consistent,united states,egalitarian,argentina,top-down,commercial,mbu,positive,no,buzz
0.38,0.5,2,140,0,0,medium,10-Jan-00,30-Dec-13,30-Oct-16,consistent,slovakia,hierarquical,netherlands,consensual,finance,lbu,positive,no,buzz
0.5,0.55,2,127,0,0,medium,26-Apr-04,03-Jun-13,02-Oct-16,key talent,ireland,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.11,0.85,6,308,0,0,medium,20-Oct-08,28-Jan-13,26-Jun-16,consistent,russia,hierarquical,united states,egalitarian,medical,united states,positive,no,buzz
0.4,0.47,2,146,0,0,medium,01-Dec-04,21-Apr-14,31-Jul-16,consistent,israel,hierarquical,united states,egalitarian,finance,united states,positive,no,buzz
0.1,0.84,6,261,0,0,medium,01-Jan-11,02-Sep-13,02-Sep-16,consistent,bulgaria,top-down,russia,hierarquical,operations,lbu,positive,no,buzz
0.89,0.99,5,257,0,0,medium,02-Jul-03,02-Apr-12,26-Jun-16,well placed talent,belgium,consensual,france,hierarquical,commercial,lbu,neutral,no,buzz
0.11,0.8,6,285,0,0,medium,27-May-02,29-Sep-14,29-Sep-19,consistent,ireland,top-down,singapore,hierarquical,commercial,sbu,positive,no,buzz
0.36,0.55,2,141,0,0,medium,08-Jun-98,28-Apr-14,29-Aug-16,consistent,italy,hierarquical,france,hierarquical,marketing,lbu,neutral,no,buzz
0.4,0.46,2,127,0,0,medium,14-Jun-04,01-Sep-18,31-Aug-21,consistent,portugal,top-down,united states,egalitarian,human resources,united states,positive,no,buzz
0.09,0.85,6,297,0,0,medium,15-Jul-02,29-Sep-14,30-Jun-18,well placed talent,ireland,top-down,singapore,hierarquical,marketing,sbu,positive,no,buzz
0.5,0.55,2,143,0,0,medium,05-Nov-01,02-Mar-15,02-Mar-16,key talent,italy,hierarquical,singapore,hierarquical,commercial,sbu,positive,no,buzz
0.37,0.55,2,152,0,0,medium,22-Aug-05,30-Jul-12,04-Jan-16,well placed talent,ireland,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.44,0.51,2,156,0,0,high,15-Mar-04,01-Jan-19,31-Dec-20,well placed talent,australia,egalitarian,singapore,hierarquical,marketing,sbu,positive,no,buzz
0.35,0.8,7,283,0,0,low,07-Jul-03,02-Mar-15,01-Jan-17,key talent,colombia,top-down,brazil,top-down,operations,lbu,neutral,no,buzz
0.92,0.87,4,226,1,0,medium,03-Mar-03,02-Mar-15,02-Mar-19,key talent,france,hierarquical,singapore,hierarquical,commercial,sbu,positive,no,buzz
0.74,0.91,4,232,0,0,medium,15-May-03,02-Mar-15,01-Aug-17,key talent,netherlands,consensual,france,hierarquical,medical,lbu,neutral,no,buzz
0.09,0.82,6,249,0,0,medium,30-Apr-07,22-Sep-14,22-Sep-16,well placed talent,canada,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.89,0.95,4,275,0,0,medium,01-Oct-01,04-May-15,30-Sep-19,key talent,germany,consensual,austria,egalitarian,commercial,lbu,positive,no,buzz
0.09,0.8,6,304,0,0,low,01-Mar-06,01-Jan-17,31-Dec-19,well placed talent,germany,consensual,singapore,hierarquical,communication,sbu,positive,no,buzz
0.27,0.54,7,278,0,0,low,01-Apr-06,03-Oct-16,03-Oct-19,well placed talent,germany,consensual,switzerland,egalitarian,marketing,lbu,neutral,no,buzz
0.1,0.91,6,287,0,0,low,02-May-06,26-Aug-13,28-Aug-16,well placed talent,great britain,top-down,united states,egalitarian,finance,united states,positive,no,buzz
0.1,0.89,7,285,0,0,low,15-Jul-02,29-Sep-14,31-Jul-18,consistent,great britain,top-down,france,hierarquical,marketing,lbu,neutral,no,buzz
0.77,0.94,5,226,0,0,low,16-Oct-00,03-Aug-15,31-Jul-18,well placed talent,great britain,top-down,singapore,hierarquical,marketing,sbu,positive,no,buzz
0.79,0.7,5,259,0,0,low,14-Dec-09,29-Jul-13,31-May-18,poor perfomer,ireland,top-down,united states,egalitarian,communication,united states,positive,no,buzz
0.39,0.5,2,135,0,0,low,30-May-05,01-Sep-17,31-Aug-20,well placed talent,italy,hierarquical,portugal,top-down,commercial,sbu,positive,no,buzz
0.76,1,5,219,0,0,low,17-Jul-06,03-Aug-15,30-Apr-17,well placed talent,colombia,top-down,brazil,top-down,commercial,lbu,neutral,no,buzz
0.5,0.93,6,256,0,0,low,14-Aug-06,01-Aug-11,04-Aug-14,key talent,united states,egalitarian,france,hierarquical,marketing,lbu,neutral,no,buzz
0.87,0.9,5,254,0,0,low,01-Oct-06,01-Feb-18,31-Jan-20,well placed talent,germany,consensual,united states,egalitarian,human resources,united states,positive,no,buzz
0.38,0.5,2,153,0,0,low,01-Jul-91,01-Jul-13,00-Jan-00,well placed talent,spain,hierarquical,singapore,hierarquical,operations,sbu,positive,no,buzz
0.77,0.99,5,228,0,0,low,16-Oct-06,01-Sep-18,31-Aug-21,well placed talent,"korea, republic of",hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.9,0.87,4,228,0,0,low,25-Sep-06,01-Jul-17,30-Jun-20,consistent,turkey,top-down,united states,egalitarian,marketing,united states,positive,no,buzz
0.44,0.5,2,128,0,0,low,01-Sep-06,26-May-08,01-Sep-14,well placed talent,lithuania,top-down,venezuela,top-down,marketing,sbu,negative,no,buzz
0.5,0.55,2,153,0,0,low,01-Apr-05,30-Jan-12,29-Aug-16,key talent,germany,consensual,france,hierarquical,medical,lbu,neutral,no,buzz
0.5,0.55,2,156,0,0,low,01-Jul-07,29-Aug-11,01-Oct-16,key talent,spain,hierarquical,france,hierarquical,compliance,lbu,neutral,no,buzz
0.39,0.5,4,294,0,0,low,14-Nov-06,29-Sep-14,29-Sep-16,consistent,colombia,top-down,brazil,top-down,market access,lbu,neutral,no,buzz
0.88,1,5,219,0,0,low,14-Nov-06,01-Dec-18,01-Jun-20,key talent,italy,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.45,0.46,2,153,0,0,low,29-Jan-07,01-Apr-13,29-May-16,consistent,france,hierarquical,australia,egalitarian,finance,lbu,neutral,no,buzz
0.4,0.53,2,151,0,0,low,12-Feb-07,02-Nov-15,31-Mar-19,consistent,great britain,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.36,0.51,2,155,0,0,low,04-Aug-08,31-Aug-15,31-Aug-18,consistent,united states,egalitarian,united states,egalitarian,finance,united states,positive,no,buzz
0.36,0.48,2,158,0,0,low,01-Mar-07,00-Jan-00,01-Dec-14,well placed talent,poland,consensual,united states,egalitarian,operations,united states,positive,no,buzz
0.9,0.98,5,245,0,0,low,19-Mar-07,02-Apr-12,01-Oct-16,consistent,turkey,top-down,france,hierarquical,commercial,lbu,neutral,no,buzz
0.5,0.55,2,131,0,0,low,01-Apr-07,01-Jun-15,31-May-19,key talent,germany,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.9,0.87,5,225,0,0,low,14-May-07,30-Dec-13,31-Mar-19,consistent,great britain,top-down,hong kong,consensual,commercial,sbu,positive,no,buzz
0.1,0.84,6,286,0,0,low,01-Feb-03,01-Mar-18,28-Feb-20,consistent,greece,consensual,france,hierarquical,finance,lbu,neutral,no,buzz
0.37,0.5,2,135,0,0,low,03-Oct-11,01-Dec-18,30-Nov-19,consistent,united states,egalitarian,ireland,top-down,human resources,lbu,negative,no,buzz
0.37,0.51,2,153,0,0,low,30-Apr-07,03-Oct-11,31-Oct-14,consistent,australia,egalitarian,france,hierarquical,commercial,lbu,neutral,no,buzz
0.9,0.9,5,252,0,0,low,03-Jul-07,01-Apr-13,03-Oct-16,consistent,italy,hierarquical,france,hierarquical,commercial,lbu,neutral,no,buzz
0.4,0.56,2,149,0,0,low,26-Mar-11,01-Jun-17,31-May-20,poor perfomer,spain,hierarquical,united states,egalitarian,finance,united states,positive,no,buzz
0.9,0.97,4,258,0,0,low,28-Mar-11,28-Mar-16,31-Jan-19,consistent,france,hierarquical,norway,consensual,operations,sbu,positive,no,buzz
0.37,0.46,2,158,0,0,low,01-Nov-11,30-Jun-14,31-Jul-20,well placed talent,france,hierarquical,canada,egalitarian,finance,lbu,neutral,no,buzz
0.44,0.54,2,149,0,0,low,01-Dec-07,00-Jan-00,31-Aug-15,consistent,sweden,consensual,france,hierarquical,regulatory affairs,lbu,neutral,no,buzz
0.9,0.95,5,236,0,0,low,12-Nov-07,00-Jan-00,01-Dec-14,consistent,italy,hierarquical,united states,egalitarian,market access,united states,positive,no,buzz
0.78,0.98,5,239,0,0,low,14-Jan-08,02-Sep-13,00-Jan-00,well placed talent,united states,egalitarian,singapore,hierarquical,operations,sbu,positive,no,buzz
0.42,0.47,2,159,0,0,low,01-Jan-08,02-Mar-15,02-Sep-15,well placed talent,germany,consensual,singapore,hierarquical,human resources,sbu,positive,no,buzz
0.9,0.99,5,255,0,0,low,14-Jan-08,26-May-08,01-Nov-18,consistent,united states,egalitarian,russia,hierarquical,commercial,lbu,positive,no,buzz
0.11,0.83,6,244,0,0,low,02-Sep-13,29-Sep-14,30-Sep-15,well placed talent,france,hierarquical,ireland,top-down,marketing,lbu,negative,no,buzz
0.5,0.56,2,134,0,0,low,19-Mar-08,01-Dec-14,03-Nov-15,key talent,turkey,top-down,united states,egalitarian,communication,united states,positive,no,buzz
0.48,0.57,4,270,0,0,low,01-Apr-08,01-Jan-19,01-Jan-21,well placed talent,japan,hierarquical,united states,egalitarian,market access,united states,positive,no,buzz
0.83,0.85,4,255,0,0,low,07-Oct-09,02-Feb-15,31-Oct-16,well placed talent,brazil,top-down,united states,egalitarian,commercial,united states,positive,no,buzz
0.4,0.53,2,151,0,0,low,18-Jul-05,01-Aug-18,31-Jul-21,consistent,south africa,consensual,united states,egalitarian,bts,united states,positive,no,buzz
0.43,0.45,2,135,0,0,low,01-May-08,24-Jan-11,03-Aug-15,consistent,germany,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.43,0.53,2,146,0,0,low,02-Jun-08,01-Aug-17,23-Apr-20,well placed talent,united states,egalitarian,ireland,top-down,human resources,lbu,negative,no,buzz
0.1,0.97,7,254,0,0,low,09-Jun-08,29-Dec-14,29-Dec-16,well placed talent,spain,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.5,0.87,7,289,0,0,low,30-Jul-08,01-Feb-17,31-Jan-20,key talent,ireland,top-down,france,hierarquical,operations,lbu,neutral,no,buzz
0.5,0.55,2,156,0,0,low,21-Jul-08,30-Jun-14,30-Jun-17,key talent,hungary,consensual,france,hierarquical,medical,lbu,neutral,no,buzz
0.38,0.53,2,156,0,0,low,19-Jul-13,30-Mar-15,01-Jun-19,well placed talent,ukraine,consensual,poland,consensual,finance,mbu,neutral,no,buzz
0.4,0.5,2,128,0,0,low,02-Aug-14,31-Aug-15,31-Aug-18,consistent,france,hierarquical,austria,egalitarian,commercial,lbu,positive,no,buzz
0.9,0.86,5,275,0,0,low,15-Oct-08,25-Aug-14,31-Jul-16,consistent,netherlands,consensual,united states,egalitarian,finance,united states,positive,no,buzz
0.45,0.46,2,155,0,0,low,17-Nov-08,03-Aug-15,03-Aug-16,well placed talent,estonia,hierarquical,united states,egalitarian,marketing,united states,positive,no,buzz
0.37,0.48,2,159,0,0,low,01-Oct-08,24-Oct-11,15-Dec-14,consistent,australia,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.46,0.49,2,148,0,0,low,10-Nov-08,30-May-11,29-Sep-14,well placed talent,sweden,consensual,france,hierarquical,commercial,lbu,neutral,no,buzz
0.9,0.91,4,228,0,0,low,12-Jan-09,01-Jun-15,31-Oct-17,consistent,united states,egalitarian,singapore,hierarquical,legal,sbu,positive,no,buzz
0.11,0.84,6,298,0,0,low,01-Dec-08,04-Aug-14,31-Dec-16,consistent,colombia,top-down,spain,hierarquical,medical,lbu,neutral,no,buzz
0.9,0.87,5,261,0,0,low,16-Mar-09,04-Nov-13,31-Oct-17,consistent,sweden,consensual,united states,egalitarian,marketing,united states,positive,no,buzz
0.79,0.92,5,254,0,0,low,01-Oct-10,01-Dec-18,31-Dec-19,well placed talent,lebanon,consensual,france,hierarquical,human resources,lbu,neutral,no,buzz
0.5,0.59,7,192,0,0,low,16-Mar-09,01-Apr-18,01-Apr-20,key talent,taiwan,hierarquical,united states,egalitarian,regulatory affairs,united states,positive,no,buzz
0.9,0.98,4,248,0,0,low,16-Mar-09,01-Jul-17,31-Dec-17,consistent,hungary,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.6,0.92,2,258,0,0,low,27-Apr-09,25-Jul-11,03-Jan-16,consistent,spain,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.44,0.45,2,156,0,0,medium,09-Jul-12,00-Jan-00,29-Dec-14,consistent,united states,egalitarian,ireland,top-down,operations,lbu,negative,no,buzz
0.5,0.81,6,266,1,0,medium,15-May-09,03-Oct-16,10-Feb-17,key talent,germany,consensual,great britain,top-down,operations,lbu,positive,no,buzz
0.42,0.54,2,156,0,0,medium,22-May-09,02-Apr-12,00-Jan-00,consistent,spain,hierarquical,france,hierarquical,commercial,lbu,neutral,no,buzz
0.9,0.88,5,232,1,0,medium,01-Sep-09,00-Jan-00,02-Feb-15,consistent,germany,consensual,united states,egalitarian,finance,united states,positive,no,buzz
0.5,0.84,6,287,0,0,medium,20-Jul-09,29-Jun-15,30-Jun-18,key talent,south africa,consensual,united arab emirates,hierarquical,commercial,lbu,negative,no,buzz
0.46,0.46,2,154,0,0,medium,13-Jul-09,27-Jan-14,00-Jan-00,consistent,germany,consensual,united states,egalitarian,medical,united states,positive,no,buzz
0.9,0.97,5,263,0,0,medium,28-Sep-09,28-Sep-09,31-May-18,consistent,united states,egalitarian,singapore,hierarquical,finance,sbu,positive,no,buzz
0.44,0.56,2,131,0,0,medium,12-Oct-09,01-Nov-18,31-Oct-21,consistent,france,hierarquical,switzerland,egalitarian,operations,lbu,neutral,no,buzz
0.11,0.78,6,260,0,0,medium,02-Oct-09,01-May-18,31-Dec-18,well placed talent,south africa,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.42,0.5,2,139,0,0,medium,16-Nov-09,01-May-18,31-Dec-18,consistent,sweden,consensual,austria,egalitarian,commercial,lbu,positive,no,buzz
0.9,0.93,4,251,0,0,medium,04-Jan-10,00-Jan-00,04-May-15,consistent,france,hierarquical,switzerland,egalitarian,marketing,lbu,neutral,no,buzz
0.11,0.95,6,286,0,0,medium,21-Apr-10,29-Aug-11,31-Aug-17,consistent,germany,consensual,france,hierarquical,human resources,lbu,neutral,no,buzz
0.45,0.53,2,129,0,0,high,01-Jan-11,03-Oct-11,30-Sep-14,well placed talent,germany,consensual,south africa,consensual,marketing,sbu,neutral,no,buzz
0.5,0.56,2,156,0,0,low,01-Oct-10,25-Mar-13,03-Mar-20,key talent,france,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.38,0.86,6,139,0,0,medium,01-Oct-01,04-Mar-13,29-Feb-16,well placed talent,germany,consensual,france,hierarquical,marketing,lbu,neutral,no,buzz
0.44,0.51,2,127,0,0,medium,20-May-02,03-Nov-14,31-Jul-19,well placed talent,ireland,top-down,singapore,hierarquical,marketing,sbu,positive,no,buzz
0.5,0.84,6,251,0,0,medium,01-Sep-11,01-Oct-12,31-Oct-17,key talent,lithuania,top-down,france,hierarquical,operations,lbu,neutral,no,buzz
0.81,0.93,5,270,0,0,medium,25-Jan-13,00-Jan-00,14-Nov-14,key talent,india,top-down,malaysia,hierarquical,commercial,sbu,neutral,no,buzz
0.35,0.96,6,296,0,0,low,25-Jun-12,01-Aug-18,31-Jul-19,key talent,russia,hierarquical,kazakhstan,hierarquical,medical,sbu,positive,no,buzz
0.11,0.9,6,254,0,0,low,11-Jan-12,02-Mar-15,31-Jul-18,well placed talent,italy,hierarquical,singapore,hierarquical,commercial,sbu,positive,no,buzz
0.81,0.95,5,238,0,0,low,15-Jun-10,01-Jun-17,30-May-20,key talent,australia,egalitarian,united states,egalitarian,commercial,united states,positive,no,buzz
0.1,0.97,6,267,1,0,low,07-Mar-11,27-Jun-16,26-Jun-19,well placed talent,ireland,top-down,singapore,hierarquical,communication,sbu,positive,no,buzz
0.74,0.89,5,229,0,0,low,07-Sep-10,01-Jun-18,31-May-20,well placed talent,canada,egalitarian,singapore,hierarquical,marketing,sbu,positive,no,buzz
0.09,0.78,6,254,0,0,low,16-Aug-10,01-Sep-18,31-Aug-21,well placed talent,portugal,top-down,sweden,consensual,finance,mbu,positive,no,buzz
0.9,0.81,4,233,1,0,low,09-Jan-10,01-Jul-19,30-Jun-22,consistent,norway,consensual,switzerland,egalitarian,marketing,lbu,neutral,no,buzz
0.1,0.98,6,268,0,0,low,23-Aug-10,31-Aug-15,31-Aug-18,well placed talent,norway,consensual,germany,consensual,marketing,lbu,neutral,no,buzz
0.27,0.56,3,301,0,0,low,01-Sep-10,01-Nov-17,01-Apr-18,poor perfomer,south africa,consensual,united states,egalitarian,communication,united states,positive,no,buzz
0.83,0.92,5,267,0,0,low,01-Oct-10,28-Sep-15,28-Sep-18,well placed talent,germany,consensual,netherlands,consensual,commercial,lbu,positive,no,buzz
0.1,0.93,6,289,1,0,low,01-Mar-11,25-Jul-11,01-May-16,well placed talent,singapore,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.5,0.55,2,144,0,0,low,24-Jan-11,29-Feb-16,31-Dec-19,key talent,united states,egalitarian,singapore,hierarquical,marketing,sbu,positive,no,buzz
0.4,0.56,2,148,0,0,low,07-Feb-11,31-Aug-15,31-Aug-19,well placed talent,canada,egalitarian,great britain,top-down,human resources,lbu,positive,no,buzz
0.11,0.83,6,306,0,0,low,30-Jan-11,01-Feb-16,01-Feb-17,well placed talent,mexico,hierarquical,united states,egalitarian,operations,united states,positive,no,buzz
0.11,0.79,6,292,0,1,low,22-Mar-11,28-Mar-16,27-Mar-19,well placed talent,taiwan,hierarquical,singapore,hierarquical,marketing,sbu,positive,no,buzz
0.9,0.91,5,232,0,0,low,09-Jul-12,00-Jan-00,01-Sep-14,consistent,venezuela,top-down,ireland,top-down,marketing,lbu,negative,no,buzz
0.36,0.48,2,137,0,0,low,09-Jul-12,00-Jan-00,29-Dec-14,well placed talent,united states,egalitarian,ireland,top-down,marketing,lbu,negative,no,buzz
0.5,0.55,2,128,0,0,low,01-Apr-11,01-Mar-18,28-Feb-21,key talent,france,hierarquical,israel,hierarquical,medical,lbu,positive,no,buzz
0.87,0.84,5,231,0,0,low,09-Jul-12,01-Sep-18,29-Feb-20,key talent,united states,egalitarian,great britain,top-down,compliance,lbu,positive,no,buzz
0.41,0.49,2,146,0,0,low,01-Jun-11,01-May-17,30-Apr-20,consistent,spain,hierarquical,united states,egalitarian,market access,united states,positive,no,buzz
0.5,0.91,6,308,1,0,low,06-Jun-11,01-Aug-17,01-Aug-18,key talent,south africa,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.1,0.93,6,253,0,0,medium,20-Jun-11,01-Feb-16,01-Feb-19,consistent,united states,egalitarian,singapore,hierarquical,finance,sbu,positive,no,buzz
0.38,0.51,2,146,0,0,medium,01-Jul-11,01-Apr-18,31-Mar-20,consistent,germany,consensual,japan,hierarquical,commercial,lbu,neutral,no,buzz
0.39,0.55,2,156,0,0,medium,11-Jul-11,04-Aug-14,04-Aug-17,consistent,united states,egalitarian,france,hierarquical,finance,lbu,neutral,no,buzz
0.4,0.52,2,147,0,0,medium,11-Jul-11,01-Dec-17,30-Jun-18,well placed talent,russia,hierarquical,south africa,consensual,operations,sbu,neutral,no,buzz
0.45,0.48,2,136,0,0,medium,19-Sep-11,01-Jan-18,31-Dec-20,consistent,united states,egalitarian,france,hierarquical,commercial,lbu,neutral,no,buzz
0.74,0.84,5,249,0,0,medium,01-Sep-11,01-May-19,30-Apr-21,key talent,japan,hierarquical,united states,egalitarian,commercial,united states,positive,no,buzz
0.45,0.55,2,151,0,0,medium,03-Oct-11,28-Jul-14,00-Jan-00,consistent,sweden,consensual,united states,egalitarian,commercial,united states,positive,no,buzz
0.12,1,3,278,0,0,medium,31-Oct-11,01-Feb-17,30-Nov-19,consistent,united states,egalitarian,netherlands,consensual,finance,lbu,positive,no,buzz
0.1,0.77,7,250,0,0,medium,21-Oct-11,01-Aug-18,31-Jul-19,consistent,finland,egalitarian,austria,egalitarian,human resources,lbu,positive,no,buzz
0.37,0.55,2,127,0,0,medium,10-Nov-11,02-Nov-15,02-Nov-18,consistent,brazil,top-down,argentina,top-down,commercial,mbu,positive,no,buzz
0.9,0.87,5,255,0,0,medium,01-Jan-12,01-Sep-14,01-Sep-18,consistent,switzerland,egalitarian,france,hierarquical,commercial,lbu,neutral,no,buzz
